job_id,job_role,required_skills,experience_required,job_location,employment_type,salary_range_lpa,job_description
3529,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",2,Delhi,Full-Time,10-18,"We are hiring a Cloud Engineer with 2+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
3530,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",8,Delhi,Contract,5-33,"We are hiring a Frontend Developer with 8+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3531,Backend Developer,"Python, Java, APIs, SQL, Docker",9,Remote,Contract,8-12,"We are hiring a Backend Developer with 9+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3532,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",2,Delhi,Internship,7-14,"We are hiring a Cloud Engineer with 2+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
3533,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",10,Hyderabad,Contract,6-21,"We are hiring a Data Scientist with 10+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
3534,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",2,Delhi,Contract,10-14,"We are hiring a ML Engineer with 2+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
3535,Software Engineer,"Java, C++, Git, Linux, Problem Solving",10,Bangalore,Contract,7-21,"We are hiring a Software Engineer with 10+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3536,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",7,Hyderabad,Contract,5-35,"We are hiring a Data Analyst with 7+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3537,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",5,Remote,Contract,10-35,"We are hiring a Data Scientist with 5+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
3538,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",4,Bangalore,Internship,9-24,"We are hiring a Full Stack Developer with 4+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
3539,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",2,Delhi,Contract,6-22,"We are hiring a Data Analyst with 2+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3540,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",0,Remote,Contract,9-18,"We are hiring a Data Analyst with 0+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3541,Backend Developer,"Python, Java, APIs, SQL, Docker",5,Pune,Contract,5-29,"We are hiring a Backend Developer with 5+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3542,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",2,Remote,Contract,10-34,"We are hiring a Data Scientist with 2+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
3543,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",4,Bangalore,Internship,8-26,"We are hiring a Frontend Developer with 4+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3544,Backend Developer,"Python, Java, APIs, SQL, Docker",1,Hyderabad,Full-Time,8-34,"We are hiring a Backend Developer with 1+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3545,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",5,Remote,Internship,5-29,"We are hiring a ML Engineer with 5+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
3546,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",4,Pune,Internship,9-27,"We are hiring a Cloud Engineer with 4+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
3547,Software Engineer,"Java, C++, Git, Linux, Problem Solving",7,Remote,Contract,10-21,"We are hiring a Software Engineer with 7+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3548,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",10,Bangalore,Internship,10-33,"We are hiring a Data Scientist with 10+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
3549,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",5,Remote,Contract,10-12,"We are hiring a Data Analyst with 5+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3550,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",5,Remote,Contract,6-24,"We are hiring a Full Stack Developer with 5+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
3551,Software Engineer,"Java, C++, Git, Linux, Problem Solving",1,Hyderabad,Internship,5-13,"We are hiring a Software Engineer with 1+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3552,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",7,Hyderabad,Internship,8-33,"We are hiring a AI Engineer with 7+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
3553,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",10,Remote,Full-Time,5-24,"We are hiring a ML Engineer with 10+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
3554,Software Engineer,"Java, C++, Git, Linux, Problem Solving",5,Bangalore,Full-Time,9-33,"We are hiring a Software Engineer with 5+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3555,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",1,Delhi,Contract,8-35,"We are hiring a Data Analyst with 1+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3556,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Pune,Contract,6-35,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
3557,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",9,Bangalore,Contract,6-35,"We are hiring a Frontend Developer with 9+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3558,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",0,Remote,Contract,4-24,"We are hiring a Data Analyst with 0+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3559,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",0,Remote,Full-Time,5-25,"We are hiring a Frontend Developer with 0+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3560,Backend Developer,"Python, Java, APIs, SQL, Docker",2,Remote,Full-Time,8-20,"We are hiring a Backend Developer with 2+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3561,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",3,Remote,Contract,7-21,"We are hiring a Data Analyst with 3+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3562,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Delhi,Contract,9-18,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3563,Software Engineer,"Java, C++, Git, Linux, Problem Solving",1,Bangalore,Full-Time,5-30,"We are hiring a Software Engineer with 1+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3564,Backend Developer,"Python, Java, APIs, SQL, Docker",8,Hyderabad,Internship,6-22,"We are hiring a Backend Developer with 8+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3565,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Bangalore,Full-Time,8-24,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3566,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",6,Bangalore,Contract,7-31,"We are hiring a ML Engineer with 6+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
3567,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",8,Pune,Contract,4-24,"We are hiring a Frontend Developer with 8+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3568,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",4,Hyderabad,Internship,9-32,"We are hiring a Data Scientist with 4+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
3569,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",3,Hyderabad,Contract,10-23,"We are hiring a Full Stack Developer with 3+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
3570,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",10,Delhi,Contract,8-29,"We are hiring a AI Engineer with 10+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
3571,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",4,Hyderabad,Internship,6-27,"We are hiring a Data Analyst with 4+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3572,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Remote,Contract,7-22,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
3573,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Remote,Internship,7-21,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
3574,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Bangalore,Internship,6-23,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3575,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",8,Remote,Full-Time,6-29,"We are hiring a Data Analyst with 8+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3576,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",4,Remote,Full-Time,7-15,"We are hiring a Frontend Developer with 4+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3577,Backend Developer,"Python, Java, APIs, SQL, Docker",3,Remote,Contract,7-26,"We are hiring a Backend Developer with 3+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3578,Backend Developer,"Python, Java, APIs, SQL, Docker",7,Delhi,Full-Time,6-21,"We are hiring a Backend Developer with 7+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3579,Backend Developer,"Python, Java, APIs, SQL, Docker",8,Delhi,Internship,10-24,"We are hiring a Backend Developer with 8+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3580,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",2,Pune,Full-Time,6-15,"We are hiring a Full Stack Developer with 2+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
3581,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",2,Hyderabad,Full-Time,6-31,"We are hiring a Frontend Developer with 2+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3582,Backend Developer,"Python, Java, APIs, SQL, Docker",0,Delhi,Contract,10-17,"We are hiring a Backend Developer with 0+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3583,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",8,Delhi,Internship,5-16,"We are hiring a Cloud Engineer with 8+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
3584,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",0,Remote,Full-Time,7-30,"We are hiring a Full Stack Developer with 0+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
3585,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",3,Bangalore,Full-Time,8-13,"We are hiring a Full Stack Developer with 3+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
3586,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Delhi,Internship,4-13,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3587,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Hyderabad,Internship,9-13,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
3588,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",2,Bangalore,Contract,7-20,"We are hiring a ML Engineer with 2+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
3589,Backend Developer,"Python, Java, APIs, SQL, Docker",7,Delhi,Internship,6-14,"We are hiring a Backend Developer with 7+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
3590,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",8,Remote,Contract,6-13,"We are hiring a Data Analyst with 8+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3591,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",4,Delhi,Internship,6-16,"We are hiring a Data Analyst with 4+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3592,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",0,Delhi,Contract,4-16,"We are hiring a Frontend Developer with 0+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3593,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",6,Remote,Internship,7-33,"We are hiring a Data Scientist with 6+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
3594,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",3,Remote,Full-Time,8-14,"We are hiring a AI Engineer with 3+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
3595,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",2,Remote,Full-Time,7-16,"We are hiring a Data Scientist with 2+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
3596,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",10,Delhi,Full-Time,9-21,"We are hiring a AI Engineer with 10+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
3597,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",4,Delhi,Internship,6-28,"We are hiring a Frontend Developer with 4+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
3598,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",3,Delhi,Contract,4-31,"We are hiring a Cloud Engineer with 3+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
3599,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",9,Pune,Internship,8-34,"We are hiring a Full Stack Developer with 9+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
3600,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",0,Pune,Internship,8-24,"We are hiring a Data Analyst with 0+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
3601,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",2,Pune,Internship,8-12,"We are hiring a Data Scientist with 2+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
